config-benchmark,Config_ID,Bench_ID,Core.Area,Core.Leakage,Core.Dynamic,IFU.Dynamic,IC.Dynamic,BTB.Dynamic,BP.Dynamic,GP.Dynamic,L1_LP.Dynamic,L2_LP.Dynamic,Chooser.Dynamic,RAS.Dynamic,Inst_Buff.Dynamic,Inst_Dec.Dynamic,RNU.Dynamic,Int_RRAT.Dynamic,FP_RRAT.Dynamic,Free_List.Dynamic,FP_List.Dynamic,LSU.Dynamic,DC.Dynamic,LDQ.Dynamic,STQ.Dynamic,MMU.Dynamic,Itlb.Dynamic,Dtlb.Dynamic,EXU.Dynamic,RF.Dynamic,Int_RF.Dynamic,FP_RF.Dynamic,Ins_Sche.Dynamic,Inst_Win.Dynamic,FP_Win.Dynamic,ROB.Dynamic,Int_ALU.Dynamic,FPU.Dynamic,Com_ALU.Dynamic,Rslt_BB.Dynamic,fetchWidth,decodeWidth,FetchBufferEntry,RobEntrry,IntPhysRegister,FpPhysRegister,LdqEntry,StqEntry,BrCount,MemIssueWidth,IntIssueWidth,FpIssueWidth,DCacheWay,DCacheMSHR,DCacheTLBEntry,ICacheWay,ICacheTLBEntry,ICachefetchBytes,ipc_total,cpi_total,numCycles,idleCycles,BTBLookups,condPredicted,condIncorrect,int_insts,fp_insts,loads,function_calls,SquashedInsts,commitInsts,commit_per_cycle,commitRefs,branches,dec.RunCycles,dec.BlockedCycles,DecodedInsts,dtb.accesses,dtb.misses,fetch.Insts,fetch.Branches,fetch.Cycles,iew.exec_refs,iew.exec_stores,iew.ExecutedInsts,iew.wb_count,iew.exec_branches,iq.issued_per_cycle,int_inst_que_reads,int_inst_que_writes,int_inst_que_wakeup,fp_inst_que_reads,fp_inst_que_writes,fp_inst_que_wakeup,int_alu_accesses,fp_alu_accesses,FU_total,FU_MemRead,FU_MemWrite,FU_FpMemRead,FU_FpMemWrite,FU_IntAlu,FU_IntMult,FU_IntDiv,FU_FpMult,FU_FpDiv,fu_busy_cnt ,itb.accesses,itb.misses,mem.conflictLoads,mem.conflictStores,mem.insertLoads,mem.insertStores,int_rename_lookups,RenamedOperands,fp_rename_lookups,RenamedInsts,rename.RunCycles,rename.BlockCycles,rename.Maps,rob_reads,rob_writes,l2.accesses,l2.misses,l2.tags.refs,mem_ctrls.reads,mem_ctrls.writes,mem_ctrls.bytes_read,icache.accesses,icache.misses,icache.mshr_hits,icache.mshr_misses,icache.tags_refs,icache.tag_accesses,dcache.Reads,dcache.Writes,dcache.Readmisses,dcache.Writemisses,dcache.accesses,dcache.misses,dcache.mshr_hits,dcache.mshr_misses,dcache.tags_refs,dcache.tags_accesses,int_regfile_reads,fp_regfile_reads,int_regfile_writes,fp_regfile_writes
GigaBoomProConfig-lift.riscv,1,38,1.08991,0.00407468,0.0321482,0.01135,0.00488134,0.00293495,0.000242335,5.94E-05,7.22E-05,3.94E-05,5.94E-05,1.20E-05,0.00166582,0.00154565,0.00214121,0.0017098,2.25E-11,0.000271666,5.32E-11,0.00930551,0.00765051,0.000525042,0.00105008,0.00011981,0,0,0.0092317,0.00290627,0.00290627,1.03E-09,0.00542379,0.00233151,0,0.00309228,0.000773839,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.217837,0.821128,1017601,1309,72678,62586,3181,1239272,0,306327,19064,108834,1239272,1000808,472053,75309,158739,622775,1369122,0,0,1418174,81940,760047,483689,166929,1271723,1271618,75549,1016292,3758733,1457019,1271618,0,0,0,1463382,0,1273993,318807,167015,0,0,788162,4,4,0,0,0,0,0,271990,123366,334012,177213,1726968,1121862,226,1361772,249912,301293,1017301,2342910,2711710,82,41,134,96,0,6080,249932,96,30,66,249901,1999521,191097,165726,9,43,356823,52,36,16,356787,2854600,1608151,136,1048362,146
GigaBoomProConfig-lms.riscv,1,39,1.08991,0.00407468,0.0468166,0.0150671,0.00659543,0.00351989,0.000324084,8.21E-05,9.98E-05,5.44E-05,8.21E-05,5.64E-06,0.00235902,0.00218884,0.00296337,0.00208793,0.000338653,0.000334437,4.26E-05,0.0156726,0.01286,0.000910907,0.00182181,0.00011981,0,0,0.0129937,0.00423841,0.00352515,0.000713263,0.00708468,0.00252678,0.000505952,0.00405195,0.000876742,0.000666097,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.696552,0.58943,184862,870,16734,15694,840,291856,72092,132722,1630,26656,313628,180168,163612,15882,59794,81811,345745,0,0,353888,17825,120849,170796,31332,326909,325928,16204,183992,740088,282718,252894,149849,84288,73034,301196,76277,327748,103687,16463,36264,14980,133486,295,245,10019,326,0,0,0,61567,19522,143464,33644,382956,294454,63532,343869,70499,41486,268486,511844,684396,90,45,144,99,0,6336,61235,65,17,48,61217,489927,82222,30890,34,171,113112,205,163,42,112949,904938,364209,58606,222569,57950
GigaBoomProConfig-ludcmp.riscv,1,40,1.08991,0.00407468,0.0316542,0.0124676,0.00425471,0.0049943,0.000557652,0.000142025,0.000174398,9.46E-05,0.000142025,4.59E-06,0.00133884,0.00124226,0.00211503,0.00161909,0.000100654,0.000224592,1.09E-05,0.00925342,0.0080589,0.000371548,0.000743096,0.00011981,0,0,0.00769825,0.00219121,0.00205752,0.00013382,0.00470642,0.00181155,0.000156814,0.00273805,0.000532454,0.000140372,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.786492,1.271468,15606,1296,2207,2230,249,12019,1076,2063,112,5900,12274,13341,5242,1784,3828,6770,20014,0,0,21873,2767,9820,6436,3336,15277,15023,2016,14310,44236,21313,13741,2707,2868,1282,15442,1357,15703,2597,3074,671,314,8242,435,4,91,24,0,0,0,1188,200,3741,3768,25240,13314,1601,19411,4226,836,7423,31223,37325,400,202,608,410,0,26240,3160,68,9,59,3151,25339,2443,3179,14,2013,5622,2027,1686,341,3936,45317,20195,871,9040,966
GigaBoomProConfig-matrix_mult.riscv,1,41,1.08991,0.00407468,0.0537226,0.0254883,0.00862302,0.0115658,0.000929754,0.000221973,0.00026916,0.000146872,0.000221973,6.98E-05,0.00222521,0.00206469,0.00276308,0.0022704,8.88E-11,0.000332931,2.10E-10,0.0136057,0.0116098,0.000638671,0.00127734,0.00011981,0,0,0.0117457,0.00376332,0.00376332,4.04E-09,0.00674409,0.00298624,0,0.00375785,0.00111053,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.63819,0.61043,258420,4176,57983,59783,2219,423341,0,86316,28215,15564,423341,251008,145194,83983,125595,33167,450786,0,0,459206,91463,136127,147538,59661,430467,429628,86206,254244,1220957,454517,429628,0,0,0,533316,0,432174,88335,59904,0,0,279785,1739,2347,0,0,0,0,0,1754,1170,88811,60337,584617,325119,1601,445124,131106,14499,308695,670918,881057,306,151,505,350,0,22400,111512,268,45,223,111467,892319,79572,58878,84,287,138450,371,288,83,138162,1107683,565233,871,313569,966
GigaBoomProConfig-median.riscv,1,42,1.08991,0.00407468,0.0324228,0.012174,0.0056383,0.003422,0.000431039,0.000107946,0.000133821,7.23E-05,0.000107946,9.04E-06,0.00135008,0.00125269,0.00200459,0.00159047,6.00E-10,0.000254364,1.42E-09,0.0103971,0.00886946,0.000482577,0.000965154,0.00011981,0,0,0.00772736,0.0022653,0.00226533,2.73E-08,0.00474728,0.00196342,0,0.00278386,0.000586985,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.825244,1.211763,38259,2795,3871,4041,697,31573,0,12335,541,13814,31573,33398,15719,2901,8250,16104,50316,0,0,55490,5565,21900,19117,3649,38013,37482,3550,35464,116253,59281,37482,0,0,0,41734,0,38820,15665,4022,0,0,19117,5,1,0,0,0,0,0,8088,1072,17679,5094,60378,39704,23988,48540,10152,7661,25829,78051,92844,266,119,440,293,0,18752,10331,197,42,155,10289,82803,12877,3384,73,112,16261,185,74,111,16187,130199,46363,19332,31377,20547
GigaBoomProConfig-mergesort.riscv,1,43,1.08991,0.00407468,0.0655293,0.0226438,0.00951535,0.00633342,0.000455153,9.84E-05,0.000120078,6.53E-05,9.84E-05,7.30E-05,0.00324711,0.00301287,0.00390222,0.00320843,2.04E-05,0.000511082,2.55E-06,0.0223696,0.0183985,0.00129707,0.00259413,0.00011981,0,0,0.0164939,0.00560211,0.00555537,4.67E-05,0.00929041,0.00396905,2.93E-05,0.00529206,0.00143374,3.98E-05,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,2.297578,0.43524,300670,1048,24538,30265,2289,688413,7400,243614,34347,64321,690813,290296,340380,60756,166877,42180,773981,0,0,787660,68885,150934,364344,101164,730203,725827,63385,299622,1828461,812089,718409,14843,7468,7418,801109,7422,733750,261862,101892,2606,411,361555,1018,1,600,801,0,0,0,77750,27685,268225,106308,957389,628977,6228,766143,178156,8592,567638,1009635,1519650,144,71,227,154,0,9856,143799,112,29,83,143769,1150474,161141,96766,79,175,257907,254,193,61,257714,2063317,908932,6211,591544,6207
GigaBoomProConfig-minver.riscv,1,44,1.08991,0.00407468,0.0312841,0.0134154,0.00696953,0.00312676,0.000432668,0.000107524,0.000134726,7.24E-05,0.000107524,1.05E-05,0.00145577,0.00135076,0.00227705,0.00171221,0.000115244,0.000275299,1.46E-05,0.00707141,0.00602397,0.000322522,0.000645045,0.00011981,0,0,0.00840042,0.00241303,0.00222614,0.000187198,0.00505247,0.00191412,0.000189085,0.00294926,0.00060861,0.000198515,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.812814,1.230293,6961,1271,745,709,174,5520,698,1466,114,3465,5658,5102,1984,423,2540,586,10688,0,0,11944,1149,2036,2659,655,7309,7153,601,5690,20525,11292,6343,1706,1410,810,7873,856,7616,1686,523,416,203,4550,4,4,44,20,0,0,0,529,83,2285,937,11823,8393,814,10109,2500,367,4831,13935,18837,97,49,158,110,0,7040,2167,102,26,76,2141,17412,1464,518,13,41,1982,54,33,21,1949,15877,8290,565,5609,584
GigaBoomProConfig-multiply.riscv,1,45,1.08991,0.00407468,0.0413947,0.0172176,0.00699494,0.00601956,0.000763222,0.000194743,0.000238529,0.00012956,0.000194743,5.65E-06,0.00174287,0.00161714,0.00261896,0.00214383,3.92E-10,0.000315383,9.25E-10,0.0117749,0.00981314,0.000627292,0.00125458,0.00011981,0,0,0.00966341,0.00286874,0.00286876,1.78E-08,0.00592891,0.00240259,0,0.00352632,0.000737969,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.124043,0.889646,58520,2807,10846,11549,1111,65779,0,19328,517,26580,65779,51818,30736,7554,12082,21587,100174,0,0,111436,12619,31969,36171,12960,75826,74882,8205,55713,212822,119062,74882,0,0,0,80255,0,76653,23341,13194,0,0,40102,5,1,0,0,0,0,0,21124,9660,27780,16459,124989,69958,23988,96978,18027,8037,47334,140930,188616,210,100,348,238,0,15232,20100,191,41,150,20059,160950,15006,11408,54,88,26414,142,82,60,26332,211372,97105,19332,54529,20547
GigaBoomProConfig-ndes.riscv,1,46,1.08991,0.00407468,0.0591272,0.0196645,0.00807651,0.00522874,0.000421352,9.92E-05,0.000121438,6.60E-05,9.92E-05,3.55E-05,0.00303863,0.00281943,0.00361472,0.00297917,3.21E-10,0.000475805,7.58E-10,0.0201453,0.0170221,0.00101447,0.00202893,0.00011981,0,0,0.0155827,0.0051171,0.00511712,1.46E-08,0.00885843,0.0038863,0,0.00497214,0.00147941,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,2.120929,0.471492,71480,1537,8103,7202,661,151604,0,40038,3970,16159,151604,67570,63347,10004,35605,12377,173011,0,0,176887,12076,38617,68327,23904,162168,159493,10581,69943,430878,184005,159493,0,0,0,196518,0,163239,44771,24205,0,0,94260,1,1,0,0,0,0,0,9027,2515,43903,25175,211314,138605,814,171185,41002,4373,122261,227324,337902,307,122,501,316,0,20224,28693,142,36,106,28656,229649,32553,23309,304,549,55862,853,652,201,55210,447097,198911,565,129646,584
GigaBoomProConfig-petrinet.riscv,1,47,1.08991,0.00407468,0.0387904,0.0216469,0.00768111,0.00980486,0.000886688,0.000225121,0.00027318,0.000149015,0.000225121,1.43E-05,0.00165696,0.00153743,0.00200021,0.00158743,1.78E-09,0.000253031,4.19E-09,0.00640443,0.00539613,0.000309477,0.000618954,0.00011981,0,0,0.00861904,0.00272215,0.00272223,8.08E-08,0.00506883,0.00215687,0,0.00291196,0.000700271,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.186682,0.842686,12915,2404,3162,3024,125,15326,0,3116,288,1263,15326,10277,3459,3146,4954,146,17078,0,0,17490,3487,4666,3626,362,15902,15861,3236,10511,43449,17874,15861,0,0,0,16807,0,16083,3299,425,0,0,12351,4,3,0,0,0,0,0,137,29,3381,505,20346,13296,814,16917,4909,123,12125,26815,33415,104,50,181,129,0,8256,4720,102,10,92,4709,37851,3079,343,10,26,3422,36,24,12,3398,27388,18933,565,12620,584
GigaBoomProConfig-prime.riscv,1,48,1.08991,0.00407468,0.0383996,0.0178576,0.00796381,0.00586857,0.000351403,7.46E-05,9.18E-05,4.98E-05,7.46E-05,6.06E-05,0.00186424,0.00172975,0.00223884,0.00178576,1.76E-09,0.000293335,4.16E-09,0.00731006,0.00564317,0.000529005,0.00105801,0.00011981,0,0,0.0108732,0.0030942,0.00309428,8.03E-08,0.00627127,0.00300081,0,0.00327046,0.00137997,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.246444,0.802283,13005,784,1716,968,125,16210,0,3703,1234,2755,16210,11796,5790,2007,3715,4377,19709,0,0,20264,2535,6404,6660,2351,18037,17991,2205,12221,63915,21731,17991,0,0,0,33351,0,18221,4324,2392,0,0,10737,344,423,0,0,0,0,0,1737,52,4363,2474,23012,15898,814,19406,4207,2331,13350,29659,38356,46,24,77,55,0,3520,5100,43,7,36,5093,40836,1153,2087,8,16,3240,24,14,10,3226,25930,21208,565,14841,584
GigaBoomProConfig-qsort.riscv,1,49,1.08991,0.00407468,0.0419207,0.016795,0.00823531,0.00464781,0.000759935,0.000192016,0.000236624,0.00012817,0.000192016,1.11E-05,0.00159353,0.00147858,0.00268565,0.0021872,5.12E-11,0.000338709,1.21E-10,0.012889,0.0109987,0.000603476,0.00120695,0.00011981,0,0,0.00943127,0.00257513,0.00257513,2.33E-09,0.00605264,0.00233484,0,0.0037178,0.000675703,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.874164,1.14395,448466,2885,64137,85754,11481,392033,0,172394,7796,347620,392033,396678,226146,44721,154559,139031,823232,0,0,910367,104972,241210,306269,64173,525040,506420,55141,445581,1547148,1087378,506420,0,0,0,563138,0,537095,247843,67375,0,0,221861,5,1,0,0,0,0,0,221110,66671,330669,105963,974838,603219,23988,788736,172528,80965,301356,1133552,1528269,456,253,690,487,0,31168,185459,208,43,165,185416,1483837,181178,53752,1379,85,234930,1464,1173,291,233757,1879731,627638,19332,409668,20547
GigaBoomProConfig-qurt.riscv,1,50,1.08991,0.00407468,0.0381688,0.0162913,0.00626913,0.0061102,0.000530821,0.00012871,0.000156147,8.52E-05,0.00012871,3.21E-05,0.00171241,0.00158888,0.00228376,0.00134903,0.000514219,0.000200738,6.00E-05,0.00952378,0.00787093,0.000524325,0.00104865,0.00011981,0,0,0.00995012,0.00298879,0.00194596,0.00104284,0.00540537,0.00153849,0.000713479,0.00315339,0.000416209,0.00101195,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.190449,0.840019,281340,646,40538,37690,1502,284745,151040,104237,14117,49134,334921,273644,151403,44103,61109,146744,394193,0,0,408089,54347,189297,163119,49698,359865,359168,46861,280694,702777,256642,202209,334794,176594,156959,217607,176359,362076,48807,26451,64969,24098,129150,3,1,8472,5388,0,0,0,80487,14542,119989,53460,377920,300642,147153,391405,82898,78733,257769,648014,775167,55,27,92,64,0,4096,88691,54,13,41,88677,709568,54301,47166,17,25,101467,42,28,14,101439,811750,342040,137480,156107,122889
GigaBoomProConfig-recursion.riscv,1,51,1.08991,0.00407468,0.0357948,0.0174966,0.00811624,0.00585687,0.000440105,9.75E-05,0.000124977,6.65E-05,9.75E-05,5.36E-05,0.00155794,0.00144556,0.00204992,0.00162107,4.00E-09,0.000269088,9.44E-09,0.00783066,0.0065876,0.00038773,0.00077546,0.00011981,0,0,0.00829787,0.00242268,0.00242287,1.82E-07,0.00507914,0.00213277,0,0.00294637,0.00066825,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.911944,1.096558,5735,695,843,492,207,5230,0,1074,481,2116,5230,4668,1840,832,2367,231,8425,0,0,8954,1398,2084,2308,861,6492,6244,1014,5040,18920,9466,6244,0,0,0,7122,0,6715,1486,896,0,0,4328,3,1,0,0,0,0,0,308,1,1520,964,9207,6483,147153,7978,2259,216,4113,11985,15067,45,29,71,58,0,3648,2236,40,11,29,2224,17916,951,766,15,43,1717,58,42,16,1675,13752,7434,137480,5029,122889
GigaBoomProConfig-rsort.riscv,1,52,1.08991,0.00407468,0.0521765,0.0131292,0.00595914,0.00141331,0.000133456,3.43E-05,4.16E-05,2.27E-05,3.43E-05,5.58E-07,0.0028754,0.00266798,0.00333952,0.00273033,8.11E-11,0.00044944,1.91E-10,0.0208199,0.0171401,0.00119998,0.00239995,0.00011981,0,0,0.0147681,0.00508354,0.00508355,3.69E-09,0.00823196,0.00360444,0,0.00462752,0.00132479,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,2.151452,0.464802,282881,3105,10253,10110,381,608605,0,227805,247,4272,608605,279023,300418,9775,55901,116630,614870,0,0,617381,10829,192383,301607,72803,610772,610401,10022,279776,1587624,617311,610401,0,0,0,696434,0,611313,228986,72927,0,0,309385,4,1,0,0,0,0,0,92070,11276,229220,73232,765233,530719,23988,614153,102295,24694,526464,858549,1226523,618,259,1013,654,0,41856,84316,218,44,174,84272,674702,155537,72613,398,1054,228150,1452,1008,444,227142,1825644,760592,19332,528058,20547
GigaBoomProConfig-rv64ua-ps-amoadd_d_200,1,53,1.08991,0.00407468,0.0250578,0.0126535,0.00385619,0.00521873,0.000698059,0.000180481,0.000217854,0.000119125,0.000180481,1.18E-07,0.00145272,0.00134792,0.00162481,0.00125759,4.24E-09,0.000207462,1.00E-08,0.0028257,0.0023693,0.000125509,0.000251018,0.00011981,0,0,0.00783401,0.00234276,0.00234295,1.93E-07,0.00469574,0.00206243,0,0.00263331,0.000667717,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.072774,0.932163,5414,68,192,1031,12,5807,0,400,1,133,5808,5322,1000,1002,449,3631,6023,0,0,6147,1032,4151,1006,601,5889,5888,1024,5346,17978,6077,5888,0,0,0,6718,0,5911,806,202,0,0,4901,0,0,0,0,0,0,0,398,0,406,607,6745,4696,8405,5950,879,2698,4606,11063,11906,5,3,11,9,0,576,1038,5,1,4,1037,8308,402,200,1,1,602,2,1,1,1001,8017,6701,8400,4664,11200
GigaBoomProConfig-rv64ud-ps-fclass_200,1,54,1.08991,0.00407468,0.0474335,0.0252371,0.00698539,0.0101317,0.00139137,0.000360002,0.000433844,0.000237407,0.000360002,1.10E-07,0.00344875,0.00319997,0.00362767,0.00262735,0.000341601,0.000452691,4.63E-05,7.99E-05,0,0,0,0.00011981,0,0,0.0183691,0.00576291,0.00498209,0.000781173,0.00983136,0.00356181,0.000818107,0.00545145,0.00153303,0.00111399,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,2.588478,0.386327,5798,121,196,2212,6,15007,4000,0,1,49,15008,5667,0,2202,1567,1763,15088,0,0,15158,2213,3535,0,0,15026,15025,2207,5677,33232,11091,11024,8002,4016,4001,16518,4001,15028,0,0,0,0,11025,0,0,0,0,0,0,0,0,0,0,0,15056,12844,2005,15063,2543,3,12806,20130,30124,6,2,10,6,0,384,2021,7,1,6,2020,16174,402,200,1,1,602,2,1,1,0,0,15031,2000,10818,2001
GigaBoomProConfig-rv64ud-ps-move_200,1,55,1.08991,0.00407468,0.0388158,0.0175556,0.00633665,0.00415904,0.000586659,0.00015181,0.000182926,0.000100106,0.00015181,8.36E-09,0.00331632,0.00307709,0.00330532,0.00221436,0.000443694,0.000421059,6.65E-05,7.99E-05,0,0,0,0.00011981,0,0,0.0177552,0.00557498,0.00461168,0.000963326,0.00950152,0.00361336,0.000676003,0.00521216,0.00155659,0.000994264,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,2.485259,0.402373,76454,1069,577,12304,25,179607,42800,0,1,1017,190008,75247,0,12202,11239,22250,191225,0,0,191517,12305,49726,0,0,190552,190551,12232,75385,444298,148851,147679,89961,43192,42872,221159,47088,190554,0,0,0,0,147679,0,0,0,0,0,0,0,0,0,0,0,166376,178838,34215,191116,34099,112,177806,250957,382188,61,21,103,63,0,4032,24228,64,3,61,24225,193885,402,200,1,1,602,2,1,1,0,0,165928,34042,147070,31250
GigaBoomProConfig-rv64ud-ps-structural_200,1,56,1.08991,0.00407468,0.0493117,0.0297782,0.00862028,0.0149486,0.00100693,0.000240887,0.000290576,0.000158938,0.000240887,7.56E-05,0.0026571,0.00246542,0.00302566,0.00177822,0.000700633,0.000295555,9.15E-05,7.99E-05,0,0,0,0.00011981,0,0,0.0163082,0.00470442,0.0028098,0.0018948,0.00756084,0.00163969,0.00157146,0.00434969,0.000481602,0.0034335,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.99434,0.501419,11837,276,4410,3014,24,20806,14000,0,1401,62,23607,11541,0,4401,2751,4533,23727,0,0,23820,4421,6223,0,0,23636,23635,4401,11561,31796,9724,9635,39178,14008,14000,10594,25176,23638,0,0,0,0,9636,0,0,1400,0,0,0,0,0,0,0,0,20844,20646,8406,23677,4045,1,20606,34811,47358,14,5,24,15,0,960,5050,33,19,14,5030,40413,402,200,1,1,602,2,1,1,0,0,20835,8400,9435,11200
GigaBoomProConfig-rv64ui-ps-add_200,1,57,1.08991,0.00407468,0.0387603,0.0213312,0.00615804,0.0089248,0.00113887,0.000294698,0.000355121,0.000194335,0.000294698,1.45E-08,0.00260891,0.00242071,0.00300317,0.00244406,5.22E-10,0.000399367,1.23E-09,7.99E-05,0,0,0,0.00011981,0,0,0.0142262,0.00452995,0.00452997,2.38E-08,0.0079865,0.00366778,0,0.00431872,0.00158201,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.957575,0.510836,43936,329,3185,13724,32,86007,0,0,1,484,86008,43534,0,13602,396,17137,86578,0,0,86864,13725,29579,0,0,86126,86125,13630,43607,259135,86977,86125,0,0,0,129169,0,86147,0,0,0,0,86145,0,0,0,0,0,0,0,0,0,0,0,106432,72827,8406,86525,17365,40,72406,130026,173057,22,8,38,24,0,1536,13530,36,14,22,13516,108262,402,200,1,1,602,2,1,1,0,0,105955,8400,72496,11200
GigaBoomProConfig-rv64ui-ps-auipc_200,1,58,1.08991,0.00407468,0.0449411,0.0297128,0.00639036,0.0172918,0.00126318,0.000293301,0.000354021,0.000193586,0.000293301,0.000128976,0.00243146,0.00225606,0.00226523,0.00177111,1.15E-08,0.000334333,2.73E-08,7.99E-05,0,0,0,0.00011981,0,0,0.0127634,0.00365681,0.00365733,5.25E-07,0.00750911,0.00343959,0,0.00406952,0.00146971,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.815803,0.550721,1987,70,604,615,7,3607,0,0,401,60,3608,1906,0,1002,61,744,3711,0,0,3768,1022,1236,0,0,3628,3627,1008,1917,10990,3729,3627,0,0,0,5427,0,3631,0,0,0,0,3629,0,0,0,0,0,0,0,0,0,0,0,3460,3047,8406,3672,749,3,3006,5574,7347,3,1,5,3,0,192,626,5,2,3,624,5011,402,200,1,1,602,2,1,1,0,0,3431,8400,3021,11200
GigaBoomProConfig-rv64ui-ps-bne_200,1,59,1.08991,0.00407468,0.0494272,0.0321435,0.0074633,0.0174883,0.00211315,0.000546753,0.000659025,0.000360599,0.000546753,2.47E-08,0.00259296,0.00240591,0.00309309,0.00255977,8.86E-10,0.00037357,2.09E-09,7.99E-05,0,0,0,0.00011981,0,0,0.0139909,0.00430853,0.00430857,4.03E-08,0.00798341,0.00365755,0,0.00432586,0.00157121,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.938982,0.515735,25894,117,5914,14996,56,50207,0,0,1,836,50208,25645,0,14402,1283,10156,51350,0,0,51639,14997,15819,0,0,50411,50410,14473,25777,152159,51881,50410,0,0,0,75607,0,50461,0,0,0,0,50459,0,0,0,0,0,0,0,0,0,0,0,66060,36385,8406,51229,9888,75,35806,76689,102220,13,5,23,15,0,960,9639,35,22,13,9617,77125,402,200,1,1,602,2,1,1,0,0,64882,8400,35938,11200
GigaBoomProConfig-rv64ui-ps-fence_i_200,1,60,1.08991,0.00407468,0.0379316,0.0263564,0.00122425,0.0200223,0.00201586,0.000521342,0.00062911,0.000344051,0.000521342,1.47E-08,0.00156346,0.00145067,0.00217974,0.001795,5.29E-10,0.000224995,1.25E-09,0.000810323,0.000631904,3.28E-05,6.57E-05,0.00011981,0,0,0.00846525,0.00251924,0.00251927,2.41E-08,0.00514821,0.00217443,0,0.00297377,0.000670003,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.148576,0.870643,43365,76,23340,23874,238,49407,0,400,1,4937,49808,42655,1200,20602,22689,17582,56173,0,0,57136,23875,38895,1263,862,50943,50941,21003,43289,148644,59683,50941,0,0,0,53994,0,50955,402,862,0,0,49289,0,0,0,0,0,0,0,0,0,402,862,78082,30865,8406,55551,22852,395,28006,97204,110124,8,3,412,9,0,576,1573,406,1,405,1572,12989,401,800,2,800,1201,802,401,401,1198,9611,71142,8400,28677,11200
GigaBoomProConfig-rv64ui-ps-jal_200,1,61,1.08991,0.00407468,0.0483476,0.0343169,0.00930487,0.0191832,0.00140048,0.000324859,0.000392814,0.000214622,0.000324859,0.00014333,0.00225558,0.00209286,0.0021912,0.00172409,1.28E-08,0.000307323,3.03E-08,7.99E-05,0,0,0,0.00011981,0,0,0.0116398,0.00341781,0.0034184,5.84E-07,0.00687746,0.00308308,0,0.00379438,0.00121676,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.682327,0.594415,1788,71,600,610,13,3007,0,0,401,37,3008,1705,0,1002,820,34,3075,0,0,3117,1015,843,0,0,3025,3024,1008,1717,8794,3083,3024,0,0,0,4043,0,3031,0,0,0,0,3029,0,0,0,0,0,0,0,0,0,0,0,3041,2429,8406,3051,813,39,2406,4750,6102,3,1,5,3,0,192,819,7,4,3,815,6555,401,800,2,800,1201,802,401,401,0,0,3029,8400,2418,11200
GigaBoomProConfig-rv64ui-ps-jalr_200,1,62,1.08991,0.00407468,0.0426971,0.026573,0.00703687,0.013493,0.00112849,0.000255475,0.000308893,0.000168776,0.000255475,0.000139874,0.00250781,0.0023269,0.00252275,0.0019918,3.14E-09,0.000371197,7.40E-09,7.99E-05,0,0,0,0.00011981,0,0,0.0134017,0.00395814,0.00395828,1.43E-07,0.0077973,0.00356161,0,0.00423569,0.00151848,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.860287,0.537551,7315,81,839,1963,41,13607,0,0,1601,478,13608,7154,0,3402,373,2707,14445,0,0,14669,3636,4561,0,0,13772,13771,3440,7234,41812,14565,13771,0,0,0,20642,0,13787,0,0,0,0,13785,0,0,0,0,0,0,0,0,0,0,0,14336,12357,8406,14303,2941,39,11806,21240,28252,5,2,9,6,0,384,2571,8,3,5,2568,20573,401,800,2,800,1201,802,401,401,0,0,13791,8400,11936,11200
