config-benchmark,Config_ID,Bench_ID,Core.Area,Core.Leakage,Core.Dynamic,IFU.Dynamic,IC.Dynamic,BTB.Dynamic,BP.Dynamic,GP.Dynamic,L1_LP.Dynamic,L2_LP.Dynamic,Chooser.Dynamic,RAS.Dynamic,Inst_Buff.Dynamic,Inst_Dec.Dynamic,RNU.Dynamic,Int_RRAT.Dynamic,FP_RRAT.Dynamic,Free_List.Dynamic,FP_List.Dynamic,LSU.Dynamic,DC.Dynamic,LDQ.Dynamic,STQ.Dynamic,MMU.Dynamic,Itlb.Dynamic,Dtlb.Dynamic,EXU.Dynamic,RF.Dynamic,Int_RF.Dynamic,FP_RF.Dynamic,Ins_Sche.Dynamic,Inst_Win.Dynamic,FP_Win.Dynamic,ROB.Dynamic,Int_ALU.Dynamic,FPU.Dynamic,Com_ALU.Dynamic,Rslt_BB.Dynamic,fetchWidth,decodeWidth,FetchBufferEntry,RobEntrry,IntPhysRegister,FpPhysRegister,LdqEntry,StqEntry,BrCount,MemIssueWidth,IntIssueWidth,FpIssueWidth,DCacheWay,DCacheMSHR,DCacheTLBEntry,ICacheWay,ICacheTLBEntry,ICachefetchBytes,ipc_total,cpi_total,numCycles,idleCycles,BTBLookups,condPredicted,condIncorrect,int_insts,fp_insts,loads,function_calls,SquashedInsts,commitInsts,commit_per_cycle,commitRefs,branches,dec.RunCycles,dec.BlockedCycles,DecodedInsts,dtb.accesses,dtb.misses,fetch.Insts,fetch.Branches,fetch.Cycles,iew.exec_refs,iew.exec_stores,iew.ExecutedInsts,iew.wb_count,iew.exec_branches,iq.issued_per_cycle,int_inst_que_reads,int_inst_que_writes,int_inst_que_wakeup,fp_inst_que_reads,fp_inst_que_writes,fp_inst_que_wakeup,int_alu_accesses,fp_alu_accesses,FU_total,FU_MemRead,FU_MemWrite,FU_FpMemRead,FU_FpMemWrite,FU_IntAlu,FU_IntMult,FU_IntDiv,FU_FpMult,FU_FpDiv,fu_busy_cnt ,itb.accesses,itb.misses,mem.conflictLoads,mem.conflictStores,mem.insertLoads,mem.insertStores,int_rename_lookups,RenamedOperands,fp_rename_lookups,RenamedInsts,rename.RunCycles,rename.BlockCycles,rename.Maps,rob_reads,rob_writes,l2.accesses,l2.misses,l2.tags.refs,mem_ctrls.reads,mem_ctrls.writes,mem_ctrls.bytes_read,icache.accesses,icache.misses,icache.mshr_hits,icache.mshr_misses,icache.tags_refs,icache.tag_accesses,dcache.Reads,dcache.Writes,dcache.Readmisses,dcache.Writemisses,dcache.accesses,dcache.misses,dcache.mshr_hits,dcache.mshr_misses,dcache.tags_refs,dcache.tags_accesses,int_regfile_reads,fp_regfile_reads,int_regfile_writes,fp_regfile_writes
GigaBoomProConfig-rv64ui-ps-lui_200,1,63,1.08991,0.00407468,0.0410466,0.0252552,0.00620659,0.0124869,0.00166213,0.000429961,0.000518363,0.000283605,0.000429961,2.39E-07,0.00250005,0.0023197,0.00248341,0.00198697,8.57E-09,0.000336662,2.02E-08,7.99E-05,0,0,0,0.00011981,0,0,0.0131083,0.00378127,0.00378166,3.90E-07,0.00768549,0.00352631,0,0.00415918,0.00151378,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.87145,0.534345,2676,71,198,1218,6,5007,0,0,1,51,5008,2595,0,1202,60,1011,5098,0,0,5148,1219,1727,0,0,5027,5026,1207,2605,15177,5111,5026,0,0,0,7528,0,5028,0,0,0,0,5026,0,0,0,0,0,0,0,0,0,0,0,5260,3843,8406,5067,1024,3,3806,7654,10128,3,1,5,3,0,192,823,5,2,3,821,6587,401,800,2,800,1201,802,401,401,0,0,5230,8400,3820,11200
GigaBoomProConfig-rv64ui-ps-lw_200,1,64,1.08991,0.00407468,0.0466499,0.023528,0.00659367,0.00996557,0.00130584,0.000337883,0.000407216,0.000222829,0.000337883,3.06E-08,0.00289595,0.00268704,0.00269898,0.00213807,1.10E-09,0.000401167,2.59E-09,0.00542609,0.00456848,0.000259246,0.000518492,0.00011981,0,0,0.0148771,0.00440236,0.00440241,5.00E-08,0.00865326,0.00396035,0,0.00469291,0.00169368,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,2.172736,0.460249,20899,199,1388,7482,23,45407,0,4800,1,323,45408,20646,4800,7402,2450,8051,45840,0,0,46055,7483,13534,4800,0,45473,45472,7406,20700,132076,46055,45472,0,0,0,65779,0,45486,4801,0,0,0,40683,0,0,0,0,0,0,0,0,0,4824,0,43948,38317,8406,45777,7746,30,38006,64772,91516,13,5,23,15,0,960,6892,18,6,12,6886,55148,4800,800,6,800,4800,6,5,1,4795,38401,43661,8400,38067,11200
GigaBoomProConfig-rv64ui-ps-ori_200,1,65,1.08991,0.00407468,0.0369743,0.0205818,0.00563677,0.00875804,0.00111245,0.00028781,0.000346959,0.000189833,0.00028781,3.67E-08,0.0025908,0.00240391,0.00251032,0.0019836,1.32E-09,0.000366965,3.11E-09,7.99E-05,0,0,0,0.00011981,0,0,0.0136824,0.00402881,0.00402887,6.00E-08,0.00795543,0.00364813,0,0.0043073,0.00157039,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.942765,0.51473,17402,168,1383,5303,24,33807,0,0,1,355,33808,17177,0,5202,235,6770,34241,0,0,34508,5304,12128,0,0,33877,33876,5213,17234,102034,34519,33876,0,0,0,50785,0,33884,0,0,0,0,33882,0,0,0,0,0,0,0,0,0,0,0,33979,28928,8406,34197,6859,32,28606,51340,68383,10,4,18,12,0,768,4900,15,5,10,4895,39210,4800,800,6,800,4800,6,5,1,0,0,33672,8400,28664,11200
GigaBoomProConfig-rv64ui-ps-slli_200,1,66,1.08991,0.00407468,0.0380112,0.0212065,0.0055914,0.00930788,0.00123563,0.000319714,0.000385327,0.000210849,0.000319714,2.66E-08,0.00258925,0.00240247,0.00274201,0.00220467,9.56E-10,0.000377586,2.26E-09,7.99E-05,0,0,0,0.00011981,0,0,0.013863,0.00422286,0.0042229,4.35E-08,0.00794268,0.00364456,0,0.00429812,0.00156969,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.941676,0.515019,24004,255,1384,8131,26,46607,0,0,1,408,46608,23686,0,8002,283,9306,47132,0,0,47387,8132,16722,0,0,46699,46698,8022,23749,140643,47425,46698,0,0,0,70021,0,46711,0,0,0,0,46709,0,0,0,0,0,0,0,0,0,0,0,52322,38971,8406,47068,9442,36,38606,70702,94095,14,5,24,15,0,960,6706,20,6,14,6700,53662,4800,800,6,800,4800,6,5,1,0,0,51914,8400,38677,11200
GigaBoomProConfig-rv64ui-ps-slt_200,1,67,1.08991,0.00407468,0.0390854,0.0215603,0.00612785,0.00915634,0.00116819,0.000302289,0.000364263,0.000199339,0.000302289,1.49E-08,0.00260811,0.00241997,0.00305731,0.00249567,5.36E-10,0.000401893,1.26E-09,7.99E-05,0,0,0,0.00011981,0,0,0.0142681,0.00457503,0.00457506,2.44E-08,0.00798388,0.0036666,0,0.00431728,0.00158141,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.956988,0.510989,42825,325,3185,13722,31,83807,0,0,1,466,83808,42429,0,13602,354,16722,84363,0,0,84655,13723,28896,0,0,83925,83924,13627,42500,252502,84741,83924,0,0,0,125855,0,83943,0,0,0,0,83941,0,0,0,0,0,0,0,0,0,0,0,106011,70612,8406,84304,16904,39,70206,126703,168619,21,7,35,21,0,1344,13123,35,14,21,13109,105005,4800,800,6,800,4800,6,5,1,0,0,105551,8400,70298,11200
GigaBoomProConfig-rv64ui-ps-sra_200,1,68,1.08991,0.00407468,0.0378036,0.0208939,0.00601809,0.0086551,0.00111262,0.000287911,0.000346932,0.000189856,0.000287911,1.32E-08,0.00260816,0.00242001,0.00274112,0.00219881,4.76E-10,0.000382552,1.12E-09,7.99E-05,0,0,0,0.00011981,0,0,0.0139689,0.00427836,0.00427838,2.16E-08,0.00798125,0.00366587,0,0.00431538,0.00158152,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.957251,0.510921,48235,395,3185,14721,32,94407,0,0,1,473,94408,47767,0,14602,364,18825,94977,0,0,95246,14722,32783,0,0,94533,94532,14628,47840,284354,95355,94532,0,0,0,141764,0,94549,0,0,0,0,94547,0,0,0,0,0,0,0,0,0,0,0,104769,80234,8406,94933,19036,40,79806,142648,189835,25,9,43,27,0,1728,14518,38,13,25,14505,116169,4800,800,6,800,4800,6,5,1,0,0,104331,8400,79905,11200
GigaBoomProConfig-rv64ui-ps-sw_200,1,69,1.08991,0.00407468,0.0466709,0.022716,0.00702382,0.008608,0.00110545,0.000286044,0.000344715,0.000188635,0.000286044,1.63E-08,0.00305978,0.00283906,0.00286138,0.00228968,5.85E-10,0.000411957,1.38E-09,0.00544375,0.00419005,0.000391277,0.000782554,0.00011981,0,0,0.01553,0.00457018,0.00457021,2.66E-08,0.0090712,0.00412973,0,0.00494147,0.00176078,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,2.294191,0.435883,39233,297,2594,11893,32,90007,0,6800,1,572,90008,38847,13600,11802,594,11250,90764,0,0,91148,11894,24679,13614,6800,90185,90181,11827,38936,257676,91167,90181,0,0,0,128377,0,90220,6814,6800,0,0,76604,0,0,0,0,0,0,0,4188,1191,6847,6834,88570,71905,8406,90638,18215,42,71406,127622,181249,21,8,37,24,0,1536,13774,39,19,20,13755,110212,26,6800,4,1,6826,5,4,1,6822,54609,88161,8400,71555,11200
GigaBoomProConfig-rv64ui-ps-xori_200,1,70,1.08991,0.00407468,0.0375811,0.021236,0.00617032,0.00886451,0.00112467,0.000290981,0.000350758,0.000191918,0.000290981,3.72E-08,0.00259181,0.00240484,0.00248602,0.00196126,1.33E-09,0.000365011,3.15E-09,7.99E-05,0,0,0,0.00011981,0,0,0.0136593,0.00400143,0.00400149,6.07E-08,0.00795932,0.00364967,0,0.00430965,0.00157079,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.943116,0.514637,17193,156,1383,5298,22,33407,0,0,1,363,33408,16982,0,5202,275,6673,33855,0,0,34118,5299,11524,0,0,33482,33481,5213,17037,100847,34135,33481,0,0,0,50188,0,33490,0,0,0,0,33488,0,0,0,0,0,0,0,0,0,0,0,33181,28536,8406,33807,6799,32,28206,50753,67597,10,4,18,12,0,768,5300,16,6,10,5294,42410,26,6800,4,1,6826,5,4,1,0,0,32876,8400,28269,11200
GigaBoomProConfig-rv64um-ps-mulw_200,1,71,1.08991,0.00407468,0.044586,0.0250335,0.00721865,0.0106987,0.00133978,0.000346676,0.00041779,0.000228621,0.000346676,1.97E-08,0.00295484,0.00274168,0.00347801,0.00286109,7.08E-10,0.000457176,1.67E-09,7.99E-05,0,0,0,0.00011981,0,0,0.0158748,0.00521257,0.0052126,3.22E-08,0.00881251,0.00402466,0,0.00478785,0.00172192,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,2.217049,0.45105,32389,273,3188,11899,33,71807,0,0,1,397,71808,32048,0,11802,5058,12438,72332,0,0,72504,11900,20033,0,0,71907,71906,11827,32116,207854,72603,71906,0,0,0,103643,0,71927,0,0,0,0,63323,8602,0,0,0,0,0,0,0,0,0,0,91953,60370,8406,72256,11994,34,60006,102675,144478,17,6,29,18,0,1152,11695,30,13,17,11682,93577,26,6800,4,1,6826,5,4,1,0,0,91533,8400,60080,11200
GigaBoomProConfig-select.riscv,1,72,1.08991,0.00407468,0.0353159,0.0139067,0.00713858,0.00293514,0.000466387,0.000116222,0.000146457,7.85E-05,0.000116222,8.95E-06,0.00170484,0.00158186,0.00239996,0.00178241,0.000138905,0.000300496,1.84E-05,0.00922007,0.00808376,0.000352145,0.00070429,0.00011981,0,0,0.00966937,0.00275375,0.00252999,0.000224084,0.00577031,0.00215044,0.000294634,0.00332523,0.000723267,0.000294253,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.897371,1.114366,6353,1074,514,687,197,5699,940,1645,89,3846,5701,4694,2171,435,2490,669,10958,0,0,12129,1008,2088,3086,625,7913,7685,548,5279,21066,11347,6610,2316,2074,1075,8539,1158,8140,1851,337,692,334,4789,3,1,0,0,0,0,0,430,4,2723,909,11205,8762,894,10408,2499,393,4829,13988,19681,63,33,107,77,0,4928,2108,65,15,50,2092,16913,1935,526,9,31,2461,40,27,13,2434,19701,8324,587,6053,664
GigaBoomProConfig-spmv.riscv,1,73,1.08991,0.00407468,0.0367385,0.0112057,0.00554967,0.00208944,0.000233194,5.75E-05,7.16E-05,3.86E-05,5.75E-05,8.02E-06,0.00168765,0.0015659,0.00236183,0.00165825,0.000243923,0.000268851,3.11E-05,0.013333,0.0115036,0.000583174,0.00116635,0.00011981,0,0,0.00971814,0.00302192,0.00255464,0.000467301,0.00554239,0.00194853,0.000374947,0.00321892,0.00058157,0.000444463,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.059382,0.943945,97082,2956,5648,5369,1125,96549,21894,43218,1219,34412,102847,89228,52441,4699,20992,50025,144362,0,0,157141,7891,63680,64411,10950,122315,120485,5782,94126,296552,135688,95268,52612,36028,25217,104923,26729,123135,39769,6940,14049,4145,50535,5,1,2418,0,0,0,0,17050,3321,57863,12518,159626,123867,24022,141679,25674,26472,90144,220689,279461,861,333,1416,888,0,56832,26611,194,37,157,26574,213045,43702,9223,908,148,52925,1056,352,704,52573,424104,138033,19364,85198,20623
GigaBoomProConfig-sqrt.riscv,1,74,1.08991,0.00407468,0.0389527,0.0168048,0.00630617,0.00619881,0.00053238,0.000127567,0.00015502,8.45E-05,0.000127567,3.77E-05,0.00191276,0.00177478,0.00254299,0.00125657,0.000836281,0.000190769,9.96E-05,0.00813014,0.00649015,0.000520037,0.00104007,0.00011981,0,0,0.011355,0.00341274,0.00180356,0.0016092,0.00590143,0.00138056,0.00108796,0.0034329,0.000350021,0.00156299,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.308603,0.764173,120125,725,16086,15876,786,116738,91430,47161,7090,25794,157196,115774,64690,19965,22255,57525,188076,0,0,195301,24754,79579,71159,18485,171524,171171,22139,119400,273230,89966,74604,213545,118858,96567,78137,116305,172685,16818,8183,36107,10526,50615,3,1,5169,2786,0,0,0,32778,5110,55147,20274,150160,150246,102120,186052,36329,25092,126792,290238,369616,46,24,78,56,0,3584,38028,47,12,35,38015,304258,17992,17529,10,15,35521,25,14,11,35507,284179,139880,90572,57902,80973
GigaBoomProConfig-st.riscv,1,75,1.08991,0.00407468,0.0277091,0.0100825,0.00402334,0.00302488,0.000158574,3.25E-05,3.93E-05,2.15E-05,3.25E-05,3.28E-05,0.00145023,0.00134561,0.00180633,0.00111266,0.000315332,0.000178801,3.98E-05,0.0073723,0.0060546,0.00041261,0.00082522,0.00011981,0,0,0.00832818,0.00261503,0.00196209,0.000652947,0.00460729,0.00158251,0.000385704,0.00263908,0.000453424,0.000524636,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.081759,0.92442,237674,1073,14232,8100,193,226436,76163,72329,12204,3117,257106,236051,99935,20035,19491,159759,261475,0,0,262784,20708,187418,100673,27769,258660,258537,20224,236601,619393,185155,182082,153829,78257,76455,200270,77241,259047,42737,14552,30243,13369,123173,3,2001,5146,84,0,0,0,34945,13218,73237,28201,262335,224513,76049,260961,43330,83992,221669,490051,521002,191,97,297,203,0,12992,47980,68,17,51,47963,383891,38970,27606,14,789,66576,803,663,140,65913,532748,259836,75089,159952,62972
GigaBoomProConfig-tarai.riscv,1,76,1.08991,0.00407468,0.0290599,0.0130387,0.00658586,0.00380348,0.000307753,6.78E-05,8.95E-05,4.70E-05,6.78E-05,3.57E-05,0.00117318,0.00108855,0.00174739,0.0013712,7.20E-09,0.000216416,1.70E-08,0.00761753,0.00646877,0.000356297,0.000712595,0.00011981,0,0,0.00653648,0.00176636,0.00176669,3.28E-07,0.00411097,0.00171824,0,0.00239273,0.000531355,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.651083,1.535904,3187,680,356,171,119,2075,0,511,178,1180,2075,2306,925,270,1110,213,3905,0,0,4418,577,952,1193,459,2658,2556,356,2507,8518,4453,2556,0,0,0,3147,0,2810,761,495,0,0,1549,3,1,0,0,0,0,0,207,46,766,629,4339,2783,76049,3680,1040,190,1569,5512,6712,47,27,78,58,0,3712,946,41,8,33,938,7601,485,414,34,37,899,71,57,14,842,7206,3029,75089,2023,62972
GigaBoomProConfig-towers.riscv,1,77,1.08991,0.00407468,0.0396498,0.0151143,0.00719841,0.00419505,0.000354316,7.71E-05,0.000100031,5.30E-05,7.71E-05,4.71E-05,0.00170479,0.00158181,0.00226994,0.00183104,1.26E-09,0.000279148,2.98E-09,0.0134084,0.0110313,0.000765767,0.00153153,0.00011981,0,0,0.00873741,0.00261811,0.00261817,5.75E-08,0.00526069,0.0022378,0,0.00302289,0.000730812,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.080395,0.925588,18148,3108,1936,1181,621,19607,0,7315,1337,4943,19607,14143,11777,1871,8254,907,28397,0,0,30561,3458,5970,13154,4748,22225,21409,2196,15040,63076,29562,21409,0,0,0,24647,0,23252,8705,4997,0,0,9535,4,1,0,0,0,0,0,2286,575,8901,5394,33050,19843,24022,26954,7836,506,14611,37633,50000,203,96,331,224,0,14336,6043,198,35,163,6008,48507,4609,4462,41,126,9071,167,127,40,8944,72608,26705,19364,16099,20623
GigaBoomProConfig-vvadd.riscv,1,78,1.08991,0.00407468,0.0305819,0.0114515,0.00514126,0.00315702,0.000351501,8.76E-05,0.000109399,5.89E-05,8.76E-05,8.08E-06,0.00141183,0.00130999,0.00183503,0.00144623,1.30E-09,0.000229043,3.07E-09,0.00955107,0.00783501,0.000545396,0.00109079,0.00011981,0,0,0.0076245,0.00240889,0.00240895,5.92E-08,0.00446515,0.00193819,0,0.00252696,0.000622663,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.963595,1.03778,17635,2725,1601,1476,332,16993,0,6562,223,2230,16993,14485,8305,1260,3654,5633,20311,0,0,21694,2135,8293,8951,1881,18334,17991,1448,14910,54148,21502,17991,0,0,0,20406,0,18712,7146,1959,0,0,9591,5,1,0,0,0,0,0,2197,368,7054,2089,25319,16347,24022,19939,4286,2566,14213,32626,38872,262,122,436,296,0,18944,4065,185,35,150,4030,32670,4642,1743,135,123,6385,258,146,112,6239,51192,23110,19364,15050,20623
GigaBoomProConfig-whetstone.riscv,1,79,1.08991,0.00407468,0.0422398,0.0203176,0.00735092,0.00805329,0.001004,0.000250657,0.000306257,0.000166535,0.000250657,2.99E-05,0.00198639,0.0018431,0.00300357,0.00217063,0.000308234,0.000328368,3.66E-05,0.00721186,0.00603971,0.000364093,0.000728186,0.00011981,0,0,0.011587,0.00355542,0.00291968,0.000635749,0.00651769,0.00234216,0.000406204,0.00376933,0.00079838,0.0005877,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.40264,0.712942,312180,2200,66700,79855,6492,405592,103574,85219,14601,90190,437876,295989,119615,60168,121043,90096,579135,0,0,604068,95480,184284,120928,34687,460884,460571,63822,309980,1156004,511016,356524,217984,107350,104047,463174,113650,466048,42829,15479,43584,19310,300872,2540,1,7897,2792,0,0,0,33112,8621,86751,35113,674214,456615,97827,562229,135759,41700,357913,809982,1070126,165,74,269,178,0,11392,115122,171,33,138,115088,921113,53200,34396,32,28,87596,60,33,27,87563,700795,526832,95946,296382,80606
GigaBoomSEConfig-add_fp.riscv,2,0,0.818366,0.00369551,0.04112,0.0205339,0.0081226,0.00762071,0.000987655,0.000248269,0.000302758,0.000165651,0.000248269,2.27E-05,0.0019315,0.00179217,0.00255652,0.00213646,1.15E-07,0.000261457,1.07E-08,0.00858072,0.00740246,0.000366341,0.000732682,0.000118864,0,0,0.00933004,0.00214237,0.00214219,1.95E-07,0.00613807,0.00264541,1.99E-07,0.00349246,0.000922541,2.71E-07,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.316028,0.759862,208643,6937,54321,63002,5405,274570,35,38375,9172,48323,274580,192859,70096,56572,96608,19518,352265,0,0,374616,77835,104992,74101,32921,295403,293905,60982,201706,865284,371428,293870,70,35,35,357700,35,302873,42331,33860,10,5,225763,579,276,0,0,0,0,0,20724,13744,44766,36763,454428,245666,25,342531,100894,4935,195459,511014,654679,482,223,804,545,0,34880,83999,502,106,396,83893,672388,39221,31721,63,202,70942,265,179,86,70763,567622,392256,25,211568,25
GigaBoomSEConfig-add_fp_large.riscv,2,1,0.818366,0.00369551,0.0370737,0.0171864,0.00657491,0.00627576,0.000804897,0.000202773,0.00024705,0.000135227,0.000202773,1.71E-05,0.0017904,0.00166124,0.00230723,0.0018434,6.96E-05,0.000229126,6.62E-06,0.00871159,0.00751847,0.000371295,0.00074259,0.000118864,0,0,0.00874961,0.00199605,0.00188013,0.000115924,0.00569766,0.00233814,0.000107253,0.00325226,0.000783374,0.00014574,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.241041,0.805775,277650,7028,60230,68657,5507,334575,25010,58370,9177,49299,344575,261717,100091,61582,102031,72264,424166,0,0,444391,83671,167919,104728,43332,366548,364766,66387,270622,1026408,418008,339707,50130,25272,25059,404200,25066,373601,57537,39056,5031,5002,251050,589,276,0,0,0,0,0,35187,21697,65108,46762,521437,301083,20116,413875,112475,36013,250449,650488,796682,482,226,808,552,0,35328,90579,505,109,396,90470,725028,54428,41721,73,231,96149,304,218,86,95931,769278,458707,20024,246766,20054
GigaBoomSEConfig-add_int.riscv,2,2,0.818366,0.00369551,0.0436573,0.0213228,0.00828066,0.0087413,0.000861542,0.000206228,0.000250407,0.000137274,0.000206228,6.14E-05,0.00174289,0.00161716,0.00211254,0.00174765,1.50E-10,0.000206406,2.52E-10,0.0118464,0.0102254,0.00051392,0.00102784,0.000118864,0,0,0.00825668,0.0018628,0.0018628,3.87E-09,0.00545354,0.00238831,0,0.00306523,0.000813555,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.253735,0.797617,153361,3671,38488,38943,2335,192274,0,42054,18230,11317,192274,147153,73746,52022,74465,16441,213243,0,0,223555,60739,80159,75307,31956,197721,196589,53592,149690,583227,214983,196589,0,0,0,231863,0,200884,43956,32431,0,0,123311,6,971,0,0,0,0,0,603,199,44184,32797,273633,138548,20116,209239,73984,5168,126790,344560,409721,242,116,409,283,0,18112,63308,242,48,194,63260,506658,40493,31692,35,93,72185,128,80,48,72105,577528,259123,20024,130306,20054
GigaBoomSEConfig-add_int_large.riscv,2,3,0.818366,0.00369551,0.0404214,0.0191125,0.00758218,0.00748104,0.000781391,0.000188974,0.00023,0.000125953,0.000188974,4.75E-05,0.00165399,0.00153467,0.00207252,0.0017101,1.14E-10,0.00020393,1.92E-10,0.0111679,0.00952754,0.000520364,0.00104073,0.000118864,0,0,0.00794964,0.00178997,0.00178997,2.95E-09,0.00527931,0.0022873,0,0.00299201,0.000753569,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.180294,0.847247,201255,3461,46233,46516,3443,237540,0,58108,18502,21134,237540,193428,97854,56647,81037,44311,273932,0,0,290515,69962,113997,100473,40326,246286,245037,58819,197794,730971,279842,245037,0,0,0,281838,0,250173,61191,40864,0,0,146860,5,1044,0,0,0,0,0,18792,9191,63529,42190,351235,181061,20116,267509,85010,22905,159649,445035,521720,243,118,420,295,0,18880,76225,234,39,195,76186,609995,48317,39746,35,100,88063,135,87,48,87976,704552,324172,20024,165826,20054
GigaBoomSEConfig-adpcm_dec.riscv,2,4,0.818366,0.00369551,0.0291589,0.0115738,0.00567556,0.00255905,0.000233806,5.43E-05,6.65E-05,3.63E-05,5.43E-05,2.25E-05,0.00156969,0.00145645,0.00207301,0.00168229,6.96E-11,0.000232234,1.17E-10,0.00716914,0.00588988,0.000400005,0.000800011,0.000118864,0,0,0.00822412,0.0018541,0.0018541,1.80E-09,0.00543221,0.002347,0,0.00308521,0.000811015,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.954708,1.047441,329547,1079,30462,21477,2416,314621,0,81607,14380,122549,314621,312313,119856,29029,70272,190615,457039,0,0,485660,45269,228486,142542,42560,383999,382802,35567,328468,1214132,559902,382802,0,0,0,496679,0,388769,100870,42971,0,0,213309,23752,7866,0,0,0,0,0,80857,11221,115978,54324,562164,374948,20116,450130,84904,133562,261723,740110,890502,126,55,210,139,0,8896,93784,156,57,99,93727,750371,51336,38249,23,78,89585,101,74,27,89511,716707,472575,20024,326535,20054
GigaBoomSEConfig-adpcm_enc.riscv,2,5,0.818366,0.00369551,0.0291331,0.0115692,0.00567626,0.00256011,0.000234842,5.45E-05,6.68E-05,3.65E-05,5.45E-05,2.25E-05,0.00156584,0.00145288,0.00207763,0.00168662,6.93E-11,0.00023252,1.17E-10,0.00716429,0.00588585,0.000399733,0.000799465,0.000118864,0,0,0.00820311,0.00184979,0.00184979,1.79E-09,0.00542112,0.0023392,0,0.00308192,0.000805421,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.953563,1.048698,331032,1226,30642,21678,2454,315660,0,81953,14403,122926,315660,313504,120294,29154,66701,193294,458946,0,0,490563,45548,229611,142910,42463,384714,383482,35342,329806,1215073,561727,383482,0,0,0,495476,0,389563,101375,43101,0,0,213446,23778,7862,0,0,0,0,0,81160,11374,116536,54441,566187,376782,20116,453165,84467,129540,262568,742741,893483,132,57,217,142,0,9088,94204,162,60,102,94144,753734,51571,38341,41,44,89912,85,55,30,89857,719326,473670,20024,327203,20054
GigaBoomSEConfig-basicmath_small.riscv,2,6,0.818366,0.00369551,0.0268498,0.00914476,0.00476925,0.00176829,0.000263991,6.70E-05,8.21E-05,4.48E-05,6.70E-05,2.98E-06,0.00117435,0.00108964,0.00181567,0.00138025,9.25E-05,0.000175406,8.99E-06,0.00923712,0.00779624,0.000453879,0.000907758,0.000118864,0,0,0.0065334,0.00133434,0.00122028,0.00011407,0.0044804,0.00164946,0.00014116,0.00268979,0.000431314,0.000160554,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.806695,1.239626,245798,2355,17242,19781,2244,192532,19529,70001,1417,75489,198284,232975,106761,14049,32497,150297,291378,0,0,330534,22142,177237,114593,37872,214081,213185,14734,243443,634618,313767,191288,47380,36163,21897,197016,24446,216939,65465,35432,12053,3966,93129,3,1,2223,477,0,0,0,87445,44726,97789,51184,345309,213406,23661,283083,51790,79312,148892,506063,558045,214,88,355,229,0,14656,58267,287,101,186,58165,466321,51849,36760,56,51,88609,107,79,28,88530,708900,257888,17055,145113,17697
